ID,label
P81236,1
P0DKM1,1
P0DJN3,1
P0C1F3,1
Q7LZK8,1
B6DCY2,1
P81599,1
P0CY84,1
Q9TWL1,1
A1X8D0,1
Q9U6Z8,1
C0JAR8,1
P0CAR7,1
C0JB67,1
B1NWS8,1
Q26350,1
Q2XXQ2,1
B1P1C4,1
P0C603,1
Q3YEF4,1
P84864,1
P0DM14,1
P60277,1
D5KXG9,1
P01140,1
Q9U619,1
H2ER23,1
Q9BP75,1
P0C424,1
P0CI56,1
C0HJW5,1
F8S122,1
P0C615,1
P0C202,1
P0DN45,1
Q3YEE8,1
P0C5F9,1
P01451,1
B6DCT1,1
P82959,1
D2Y1Y2,1
D6C4J3,1
A0A2I6EDN5,1
A0A0F6QDA5,1
P58689,1
Q9W7J4,1
P0DMG8,1
P69498,1
C7DQY0,1
B1P1D0,1
D2Y492,1
A0A0B5A7N8,1
Q2YHJ7,1
Q6TGQ8,1
P60775,1
P0C8C5,1
P0CY67,1
Q2YHJ4,1
W4VS23,1
Q66S13,1
P85520,1
D2Y2E0,1
Q8JIR2,1
P0DMB3,1
Q9W7J5,1
P0C8C8,1
C9E1R9,1
P0DPK8,1
P0DI86,1
P49266,1
P0CH55,1
P86257,1
P86255,1
P01415,1
Q9UA83,1
Q9BPF3,1
Q9UA71,1
P59354,1
B6DCW2,1
Q71RR2,1
P83560,1
P85264,1
Q7Z097,1
P0CB20,1
P0C292,1
Q3SAF1,1
O18424,1
P86419,1
P10116,1
Q9PSN7,1
C8CK77,1
A7LI92,1
P0C6R9,1
P86271,1
Q9YGC7,1
Q90W54,1
F5CPF1,1
B6DCN5,1
D2Y221,1
D2Y2B9,1
P0C2D4,1
Q9DF68,1
P24645,1
P11057,1
A6YR36,1
P0C2D1,1
P0DJ66,1
Q0GY45,1
C1KIZ3,1
Q45RU7,1
P80966,1
B6DCJ4,1
P81790,1
Q7LZF4,1
Q5WR03,1
W4VS15,1
Q71QI2,1
P60268,1
Q9BPG8,1
B6DCQ8,1
Q9BP60,1
Q9PWR6,1
C0JB58,1
P23323,1
P85247,1
Q06ZW0,1
K9MCH1,1
B6DCR4,1
B1P1C6,1
Q9BP83,1
E2S065,1
P0DM23,1
E2DIH5,1
B6DCP1,1
P0DJE5,1
A0A1Z0YU59,1
F8S101,1
Q6PN83,1
P0CAZ9,1
B6DD32,1
Q6PXP0,1
P84707,1
Q9I8X0,1
P84474,1
B8XH46,1
P82172,1
Q9U654,1
Q9BLM1,1
G1AS81,1
W4VSB9,1
B3EWV1,1
P0DL78,1
Q2YHJ9,1
P81991,1
P0DKU1,1
A9XE59,1
D6C4M1,1
B6DCL4,1
A0A2I6EDL4,1
B1P1D5,1
P0C2S8,1
W4VRU5,1
P29426,1
P01469,1
Q2VBN9,1
W4VSA5,1
P0C848,1
P0DL51,1
P0C1X3,1
P84678,1
Q9IAY4,1
D2Y253,1
B4XT05,1
D9U2A5,1
Q9BJX2,1
B6DCP4,1
P0C8U6,1
P0DJN7,1
P00608,1
Q9U645,1
P60616,1
Q6YNQ0,1
P0DL35,1
Q9BPF4,1
P0C257,1
P0DMH3,1
C0HKB3,1
Q68PH2,1
C0JAU1,1
A0A1P8NVS2,1
Q6XLL6,1
B3EWX4,1
P01382,1
D2Y206,1
P24662,1
P01395,1
C0JB18,1
Q1PS45,1
P0DMM8,1
C0HLG0,1
P0C8E3,1
P60237,1
P0C194,1
P86822,1
A8CG90,1
S0F209,1
P60623,1
P84037,1
O13059,1
C1J5M7,1
A6YR33,1
P85506,1
Q3HXX8,1
P0DM97,1
D6C4I9,1
D2Y2N5,1
C0JB20,1
P84475,1
P59864,1
P0CE28,1
P69751,1
H2ER22,1
Q9BP67,1
P0DJP9,1
J3SBN9,1
Q53B61,1
P0C260,1
B3EWW3,1
P86630,1
A8QL53,1
Q90282,1
A7X3Y6,1
Q8QG86,1
P83400,1
D2Y220,1
Q9PRW4,1
B3EWF5,1
Q9BP72,1
P0C1X1,1
P28881,1
B3EWT4,1
Q5Y4W1,1
D2Y272,1
C0JB71,1
A7X3X8,1
D2DGD4,1
Q75WH1,1
P0DM60,1
B6DD12,1
Q1PBD1,1
C0HJQ4,1
P59367,1
P0CF39,1
J3SBP3,1
P83469,1
P0CI81,1
B6DCZ6,1
C0HKG8,1
Q9PUH3,1
P0DKP8,1
C0JAW9,1
H1ZZI7,1
F8S108,1
P0C8W5,1
P0C5F6,1
P82662,1
P63176,1
L0G8Z0,1
P00614,1
P0C2V2,1
Q7LZ31,1
Q9I8X2,1
D2Y2C3,1
B1P1A6,1
P0DN06,1
B3FIA5,1
Q45Z11,1
P0C5F4,1
P0DM22,1
Q1ELU7,1
P0DN09,1
P54135,1
P20798,1
P81382,1
Q3YEE4,1
D2Y201,1
P12028,1
Q1W695,1
W4VSI7,1
P0CH45,1
P81030,1
Q2VBN2,1
P85235,1
P0DQD4,1
P11494,1
A0A0F7YYV0,1
C0HLG1,1
C7DQX8,1
Q9BPG1,1
Q71QI4,1
J3S3W5,1
O13063,1
C3TS07,1
W4VRU3,1
P15223,1
P81237,1
P58917,1
B3FIS2,1
P0DJK1,1
Q1I163,1
P0C7S4,1
P0DMD4,1
P01443,1
P0DL55,1
C0JB83,1
P58782,1
A6YR30,1
P58990,1
B6DD37,1
Q9YI19,1
Q6X1T6,1
D9U2A3,1
B6DD21,1
D2X5W3,1
P0DJF5,1
J7JU64,1
Q8I0K7,1
P80899,1
C0JAR9,1
B3EWV3,1
B4XT03,1
Q68PG3,1
P0C256,1
P59360,1
Q6H3D5,1
P69753,1
P23631,1
P0DN60,1
Q9DF66,1
Q9BPF1,1
D4HPD6,1
C0JB70,1
B1NWT7,1
C7T1P4,1
P84808,1
D2Y2Q8,1
B6DCM0,1
E7CAU3,1
C1IC53,1
D2Y2B7,1
J3SDW6,1
D5KXH0,1
P0DL37,1
B2ZBB8,1
Q9YGJ8,1
P25679,1
P37045,1
Q68PH4,1
C0HJK5,1
P83231,1
Q7LZF6,1
B5L5Q8,1
P0CJ34,1
P0C5F7,1
P15228,1
D2Y213,1
D2Y2K5,1
P01460,1
D2Y2A6,1
D6C4K2,1
C0HKG4,1
B1P1H0,1
Q6H3D1,1
P84509,1
P0CY64,1
P25669,1
B3EWH0,1
C0HL38,1
P0DMH4,1
S0F1N6,1
P0DJQ2,1
P0C6S5,1
P0DN66,1
Q8T3S6,1
P81884,1
P0CY80,1
Q9BPG3,1
P84028,1
C0JAV5,1
Q2XXL8,1
D2Y2H8,1
P83059,1
P0C640,1
Q5W280,1
Q3C2C2,1
Q3HXY6,1
P0C547,1
C0HKQ9,1
P0CI47,1
P83905,1
P0DJA9,1
P30783,1
D2Y102,1
D2Y268,1
Q802B3,1
I6RA73,1
A1X8B6,1
B6DCT0,1
D2Y251,1
Q2VBN8,1
Q8I914,1
P60256,1
P0DJJ4,1
Q8UVZ7,1
P0CAS0,1
A9XDG5,1
Q3SB03,1
Q9PTA1,1
P86976,1
P81995,1
Q4JHE3,1
P86991,1
P0C7S5,1
P09981,1
Q3YEH6,1
C9EIC7,1
P05486,1
P83919,1
C6JUP3,1
Q3LX99,1
P18329,1
Q2PG81,1
Q3HXY4,1
P0DPL4,1
D2Y264,1
P0DJ34,1
P0DMZ1,1
Q9BKB4,1
Q3HXY2,1
P84744,1
Q3SB05,1
O57413,1
P36984,1
P0C1W3,1
P84646,1
P86992,1
A7X3V0,1
Q9BPF7,1
Q9YI92,1
A0A0B5A8Q2,1
P84746,1
P0C2V1,1
P0CF02,1
D9U2B7,1
P59899,1
P84810,1
P45663,1
P14556,1
D2Y2K8,1
P0C1C9,1
G0W2H7,1
D2Y208,1
B6DCW7,1
P59888,1
P0CI88,1
P0DJK6,1
P0C907,1
P85062,1
O13057,1
Q8I0L5,1
D2Y1Y0,1
P86523,1
C0JB72,1
P01462,1
P0CH56,1
P60209,1
P82852,1
P20474,1
D2Y2A2,1
P81397,1
O42207,1
P68420,1
C5H5D3,1
P0C8U3,1
P60257,1
D2Y200,1
P85011,1
P85274,1
D5L5Q7,1
Q9YGI4,1
P0DM70,1
P86470,1
F5CPE3,1
B3EWW2,1
C0JB84,1
D9U298,1
Q3YEF0,1
Q7ZZM2,1
P0C669,1
G1C1T2,1
P84614,1
P34074,1
O93471,1
P10808,1
Q9PTU8,1
P15221,1
B6DCK6,1
Q71QI1,1
P0DL75,1
D6C4I8,1
P25683,1
C0JB47,1
P31351,1
Q71QI5,1
P84845,1
P86193,1
Q9BPJ7,1
Q9YGI1,1
P0CH72,1
P0C1N4,1
M1J7U4,1
P0C7A7,1
W4VRV7,1
F5C3U4,1
Q3HXY1,1
C0JB57,1
P0DMT4,1
Q5Y4X0,1
P36988,1
E7CLN6,1
Q3SAF6,1
P58927,1
P61508,1
P14534,1
C0HKY7,1
P01424,1
P60210,1
A6YR28,1
Q02454,1
Q5Y4V2,1
P0DOZ5,1
P86262,1
P0DM62,1
Q86QU5,1
P0C553,1
P84389,1
B1P1I4,1
P0DJR1,1
P21858,1
C0HJW9,1
P84018,1
B6DCV8,1
P0DKQ6,1
P0C2C5,1
P0C6S3,1
C0HLF9,1
B3EWU0,1
P83390,1
Q93109,1
D2Y488,1
P0DKM6,1
C7T183,1
P0DMZ5,1
P0DMT3,1
Q9PRQ4,1
P0CAQ4,1
P0C8U7,1
P01417,1
P59069,1
P0DN67,1
P86631,1
B6DCK0,1
P83659,1
B0VXV3,1
P58845,1
F5CEP0,1
Q9BPB3,1
Q3C258,1
Q6X5T4,1
P0CI45,1
P59854,1
Q6PN82,1
Q8UUH9,1
C0HKD0,1
P0DKZ8,1
P0DJ41,1
P81992,1
Q68PG4,1
E7CLP2,1
P00598,1
Q2XXR8,1
C0JAZ2,1
P00605,1
C3TS04,1
P85257,1
P58784,1
P0CE27,1
P00628,1
P68521,1
P01386,1
Q98959,1
P0CB09,1
P20164,1
P0C1W6,1
A0A2I6EDN8,1
M5BHN0,1
P82950,1
P25675,1
A9XDG0,1
B6DCQ6,1
P22028,1
P83608,1
P04203,1
P86035,1
D2Y2J9,1
B6DCK3,1
D6C4L1,1
Q3SAF2,1
B3EWY2,1
P24778,1
P60770,1
E7CLN2,1
B3EWS9,1
A0RZC6,1
P84697,1
D2DGD9,1
D2Y2E9,1
P0DL02,1
P0DMZ3,1
P0DPJ3,1
P0DJC4,1
P01501,1
P83588,1
Q9TVU1,1
Q5K0C7,1
P59359,1
C0JB49,1
D2Y262,1
P0C299,1
P83557,1
A1X8D9,1
Q3YEE5,1
P01379,1
P0CH73,1
P0DP16,1
P0DKQ2,1
O13060,1
O93515,1
P10453,1
P0DMY0,1
C0JB51,1
B3A0N1,1
Q9PST3,1
A8QL52,1
D2X5W4,1
P17727,1
P0C8M1,1
Q9PUH0,1
C9E1R8,1
D2Y254,1
P80962,1
P81661,1
D2Y2J2,1
P83254,1
B6DCW5,1
P0C1R7,1
P01021,1
P0CC18,1
F8J4S0,1
P0C1D0,1
W4VRV4,1
A6YR21,1
J9Z332,1
P60208,1
P01434,1
P18927,1
Q9TVR4,1
P01486,1
Q9XZL1,1
D2Y1Z8,1
Q71RQ7,1
Q9U8D2,1
P0C1X2,1
P0C2D5,1
P84896,1
P86453,1
P0C5H2,1
B1NWU3,1
Q9NJQ2,1
C0JB32,1
P0C1W9,1
H9M5U4,1
B2ZBC0,1
Q92035,1
P85885,1
Q9BPA1,1
P0CH14,1
P81240,1
Q98993,1
Q09GK0,1
Q53B55,1
A7X3W6,1
A0A068B0Z6,1
Q3BK13,1
P83082,1
A0A0B5A8Q6,1
A8S6A8,1
Q3SAF5,1
B2CJ87,1
P01524,1
Q9PUH8,1
C0JAT3,1
P0DM69,1
P58912,1
P0C8D7,1
O77256,1
P0DL82,1
O96669,1
Q3SAE6,1
B6DCU5,1
P22828,1
P85259,1
P61098,1
Q7Z0A3,1
P0CH17,1
P0C1F4,1
Q9BP50,1
P0C5J0,1
B6DCU3,1
P86539,1
Q5I4E6,1
B3EWW6,1
P31982,1
D2Y2D4,1
P81864,1
C0JB56,1
P83942,1
P0DPL8,1
B6DCP3,1
P0CI60,1
E7CLP3,1
B3EWI9,1
P0C7P5,1
D2Y2G3,1
P0DL52,1
Q9YGG9,1
D2Y2R4,1
Q9W6W9,1
Q6PTD5,1
Q7Z0A1,1
Q805A2,1
Q9YGX1,1
C5ILC5,1
A0A2I6EDL3,1
Q69CJ8,1
B8XGZ8,1
P01384,1
D2Y489,1
D5HR52,1
C1IC49,1
H1ZZH7,1
P56636,1
Q9U656,1
A6MFK6,1
D2Y219,1
P0CC14,1
P18513,1
Q9W6W6,1
P0DN12,1
P60305,1
C0H692,1
P60310,1
D2Y298,1
Q2PG83,1
P86468,1
P84705,1
Q6H2Z4,1
P83558,1
Q3YEF8,1
P0CY87,1
P68725,1
P0CH77,1
B1P1E8,1
F5CPE0,1
P0DMY5,1
D2Y2F6,1
P30834,1
P69495,1
Q9PRP9,1
C0HKK6,1
Q90391,1
Q5Y4U9,1
P0C2X7,1
B1NWR7,1
P0C552,1
A0A088MI62,1
P0CY73,1
Q4VM08,1
P58785,1
A6M938,1
P69765,1
P0DI91,1
A1X8B8,1
P0C844,1
Q3HXX7,1
B1P1E4,1
P0DMD8,1
P86536,1
P0CF05,1
Q92086,1
Q86QT2,1
P86398,1
W4VSA2,1
P60267,1
P0C2A3,1
P0C932,1
A0A0B5AC98,1
P0C5G5,1
P58843,1
Q1ELU0,1
P58919,1
Q90WZ1,1
Q90W38,1
P0C252,1
P0C2S7,1
A2TK72,1
Q6H3C9,1
O12963,1
B6DCR2,1
Q6TGQ9,1
P0DMU1,1
Q805F4,1
Q9UA86,1
Q9PVK9,1
P0DM18,1
P56676,1
P17935,1
P84843,1
P85060,1
C9D7R3,1
B6DCU1,1
P59261,1
P86643,1
B6DCU0,1
Q1A3Q9,1
C0JAS7,1
P0DM90,1
C0HJC2,1
Q2I2R4,1
P00981,1
P69746,1
D2Y266,1
P0DMX4,1
P86392,1
P81727,1
Q9PUI0,1
P83407,1
B6DCK8,1
P11058,1
P22827,1
A8Y7P3,1
P0DJB5,1
Q45Z30,1
P22030,1
Q9BPJ5,1
P58624,1
B6DCX6,1
D5HR53,1
Q0GY41,1
P84681,1
P14541,1
Q5FZI5,1
B1P1B3,1
W4VRU8,1
P86802,1
P0CI54,1
P0CI49,1
Q95WC9,1
Q1I165,1
B8XH42,1
P49268,1
P0CV87,1
Q3YEE6,1
P69502,1
A7X3X0,1
P0C610,1
A8QL51,1
C0JB53,1
Q58L95,1
P0C8B6,1
Q8QGR0,1
P15967,1
Q7T3J2,1
P0C2C6,1
E2S064,1
P0C2K4,1
Q7LZI5,1
A0A1L2FZD4,1
Q2I2Q9,1
P18997,1
P0CI18,1
P61792,1
Q09GJ9,1
Q1I169,1
C0JAV9,1
P01485,1
Q8UVU7,1
P86834,1
Q0N4U4,1
B6DD31,1
W4VRX8,1
P01532,1
M5BGY5,1
C0JAV7,1
P0DKR5,1
Q9PTA7,1
A0A1P8NVS9,1
P0C8W1,1
Q3HXY8,1
P85163,1
B1P1F3,1
P85010,1
C0JAZ0,1
C0HJQ6,1
Q3YEG6,1
D6C4J4,1
P83999,1
A9XDG2,1
P0DKZ4,1
P0C5F8,1
D6C4M0,1
P0DMY2,1
P0DL57,1
C9X4K8,1
C0JB92,1
Q7T3L1,1
C0JAS0,1
P0CE35,1
D6C4L4,1
P0DJG7,1
A7RMN1,1
P0DI85,1
D2Y2N9,1
P29423,1
V9ZAX6,1
Q4LCT1,1
B1B5I8,1
P0DJ63,1
C0JB77,1
Q9BP71,1
Q9PSN3,1
B6DD52,1
P0DJB0,1
B3EWU1,1
C0JAR0,1
D2Y290,1
P50982,1
P86446,1
P0C2K5,1
S0F1M6,1
Q800C4,1
P86464,1
P01474,1
F5CPF0,1
Q7LZF5,1
C0JB33,1
P58605,1
P0DKP5,1
P56714,1
P85161,1
A0A1P8NVT3,1
B6V6L0,1
P0C5I8,1
F5CPE8,1
B1P1D2,1
P0CH74,1
Q7ZZN8,1
B4XT02,1
Q0NZX9,1
Q9BP92,1
B3SVF1,1
K7WMX6,1
C0JB76,1
Q7Z0A5,1
P0DMJ1,1
Q3SB04,1
A0A0B5ADT9,1
P83288,1
P0CH51,1
P60772,1
P60177,1
P69760,1
P83909,1
P0CH80,1
Q95WD3,1
P0C7I1,1
C0HJN0,1
P82885,1
P84691,1
P0C609,1
D2Y2M8,1
P0DJK5,1
P69756,1
B6DCK1,1
Q9PVE9,1
Q6PN84,1
P06859,1
P58427,1
P69748,1
P0CB06,1
X5IWS1,1
E4VP41,1
P0DM45,1
Q8QFW4,1
P68520,1
D2Y2H6,1
B1NWU5,1
M1JMR8,1
P20394,1
C0H694,1
E7BLC7,1
F1CIZ6,1
P0DP94,1
P0DPL9,1
P83250,1
Q2XXR7,1
C6EVG1,1
P13488,1
P85165,1
D6C4J0,1
B3EWV8,1
Q2XXR3,1
E2S062,1
P0C8J4,1
Q7Z096,1
P85066,1
P0CAZ8,1
Q9TVF7,1
O57326,1
Q3SAF3,1
Q6LEM5,1
P0CF01,1
A2CJE6,1
B6DCY3,1
Q8AVA4,1
Q90221,1
Q8I912,1
Q1I174,1
C0JB22,1
C0HJU2,1
P0CAQ5,1
P60992,1
C0JB89,1
Q3SAE9,1
P82803,1
C1J5M6,1
B6DD27,1
P60179,1
B6DD00,1
P0DM16,1
Q9YGC4,1
O93427,1
B6DCY9,1
P85497,1
Q1RPT0,1
D5KXG8,1
P59070,1
Q90251,1
P0DMG5,1
P28375,1
P0DL42,1
F8J2E5,1
Q91401,1
Q9GQW3,1
P81165,1
C5J895,1
D2Y2G0,1
P0DJL1,1
P0CH12,1
P0DJM8,1
Q9PT41,1
P86426,1
F5CPD7,1
P31989,1
Q3C255,1
Q91137,1
Q9BPE6,1
C1IC50,1
G1AS79,1
Q8AV98,1
B6DCY1,1
A1X8C6,1
P0DL61,1
Q8I6X9,1
P0DKX1,1
P0CAZ2,1
B3FIS5,1
P0C2F3,1
P60260,1
Q9DG31,1
P0DPC2,1
C5J891,1
P0C6S4,1
Q9BPJ8,1
D8VNS9,1
P83346,1
Q1ZYW1,1
P0C2A2,1
P0DJ33,1
P84676,1
P0DPL0,1
W4VRW4,1
P84823,1
A8HDJ7,1
C0JB69,1
P69837,1
Q9PVF1,1
P0DKL8,1
B1NWU4,1
P01473,1
Q3HXY7,1
P0CI22,1
C0HJQ7,1
P69754,1
A7X3R6,1
Q71RQ1,1
Q86QU9,1
P0C8X8,1
Q9PTA6,1
P0DPL7,1
P0DMX6,1
Q9DEA2,1
P84388,1
P86421,1
P25667,1
P0CE30,1
Q7ZT99,1
A0A0N7CSQ4,1
D2Y2B5,1
Q9BP86,1
C0JB10,1
Q8AY51,1
P45662,1
P62388,1
P0DN47,1
P0C911,1
Q75S49,1
P18926,1
Q3C2C1,1
P0CG03,1
C0HKZ3,1
H1ZZH8,1
P0C837,1
Q9I968,1
P86459,1
B6DCT7,1
P84684,1
Q1A3Q8,1
P56854,1
A1X8C3,1
P0DKQ9,1
P01433,1
A0A1L4BJ42,1
Q2QA02,1
Q9BPH8,1
Q9BP93,1
C7DQX6,1
P30894,1
Q8UUH7,1
Q9YGH9,1
Q3BER1,1
P85013,1
P0C6E3,1
Q2VBP3,1
P86535,1
D6C4H8,1
Q9YGJ7,1
Q8AY78,1
Q4VM07,1
C0JB31,1
P56219,1
P85873,1
E7CLN8,1
P86820,1
I6RA66,1
Q91124,1
Q7Z090,1
Q6WGI9,1
D2Y1Z1,1
A0A1P8NVR5,1
Q8AV97,1
Q9UAD0,1
Q9BP79,1
P0C8R1,1
F8QN53,1
Q9TVY1,1
Q4JCS0,1
P0C554,1
B6DD26,1
Q3YEF1,1
B6DD43,1
A8QL56,1
P0DKZ0,1
P0C8B9,1
B6DCU9,1
P0CAS6,1
Q9BPB0,1
C0HL88,1
Q8UW27,1
Q1A3R3,1
P0DM15,1
P83056,1
C0HJQ5,1
P0C6B5,1
Q95NK7,1
P0CAZ7,1
D2Y258,1
C1IC45,1
Q9BP85,1
D2Y497,1
P60255,1
B1P1H4,1
C0JAR2,1
Q2YHJ3,1
P0DJ43,1
A8HDK7,1
P0DMT2,1
Q9BPG2,1
Q6XLL8,1
P0DM29,1
P0DKT6,1
P60269,1
Q5K0B8,1
D2Y2M4,1
P36983,1
P00618,1
P86907,1
D2Y2K2,1
P0CAS5,1
P82893,1
A0SE59,1
P0DP98,1
B6DCT6,1
Q7LZ26,1
C0JAU6,1
P55817,1
P0C8D2,1
P62394,1
B6DD25,1
Q9BPI4,1
A0A0B5A8P4,1
B1P1I0,1
Q9BP63,1
P0C8U5,1
Q95P89,1
Q9BP76,1
Q86QV5,1
C0K3N2,1
B6DCZ3,1
P84679,1
P0CI50,1
P0DJ77,1
Q072L7,1
Q92147,1
D2Y1Z9,1
B6DCS3,1
D4HRK7,1
V9Z9A3,1
P81793,1
D2Y263,1
U5PZ28,1
Q9TVQ6,1
P61095,1
Q9IAY3,1
P49127,1
O13069,1
G1AS75,1
D2Y2A3,1
P85005,1
I6RU32,1
C0K3N3,1
P85162,1
Q8JFG0,1
P0CI42,1
D2Y2Q2,1
C0HJV3,1
P25678,1
D6C4I4,1
P0DN61,1
P26324,1
P0CI19,1
C8CK78,1
I4CHP3,1
B6DD04,1
D2Y2K3,1
Q90WC0,1
P0C668,1
B6DCY7,1
Q5UFR7,1
Q1ELT9,1
Q2QA04,1
P0DM17,1
D5KXH6,1
Q6X5S6,1
C4PWC3,1
P01420,1
Q2YHJ5,1
P58842,1
B6DD54,1
Q9NBW2,1
Q7Z1K5,1
Q8QHK3,1
Q9IAT9,1
P86718,1
P0DKU4,1
B4XSZ1,1
Q7T1R1,1
H1ZZI6,1
C9E1S1,1
Q6STF1,1
Q58L90,1
Q45Z27,1
C0JB54,1
D2Y490,1
P0C7J7,1
Q5EE07,1
P84773,1
G1C1T0,1
B1P1H7,1
Q1I179,1
P39088,1
P0C1F5,1
P47797,1
P0DJK0,1
D2Y2A0,1
H2ETQ6,1
Q2VBN4,1
S0F1N7,1
B8XH30,1
P86259,1
A8HDK4,1
P83903,1
P01461,1
P69034,1
C0JAS8,1
P82849,1
P0C7S0,1
D6C4I6,1
C0HJP9,1
B4XT07,1
B2CI27,1
P0C1U0,1
P86405,1
P62383,1
P85109,1
C0JAY9,1
B6DCN8,1
D2Y1Y7,1
A0A0B5ADT3,1
Q9BPI0,1
C1IC46,1
Q8T3S7,1
P69750,1
P0CY78,1
D2Y2D2,1
P0C8V7,1
P0DKX2,1
P0DM49,1
P01488,1
P83108,1
C9X4K7,1
Q9TVF6,1
P84804,1
B5AJT3,1
Q86RB2,1
P68724,1
P31010,1
P0CY81,1
P0C908,1
P0CY66,1
P56710,1
Q9BP78,1
P0DL46,1
P86295,1
B3EWU4,1
B1NWT4,1
B6DCS1,1
P0C5F2,1
P86500,1
P81861,1
B1P1B7,1
Q5Y4U6,1
P0DL15,1
I6S7G5,1
O93517,1
B5U6Y7,1
P83047,1
Q95WD2,1
C0HKY3,1
P84788,1
Q698K8,1
P0DL23,1
P58625,1
B6CQR5,1
P0DM19,1
Q9BPJ6,1
Q8T3T0,1
D2Y2E1,1
P08815,1
B4XSZ3,1
B3EWF2,1
P01520,1
P0C1B5,1
C0HKY2,1
Q5K0C9,1
P60309,1
P59066,1
P84897,1
B6DCP5,1
P0C1B8,1
Q92043,1
Q9BJV8,1
P0CC12,1
A0A2I6EDN1,1
P0DM34,1
Q5Y4X7,1
A9XDG1,1
P81882,1
P81863,1
P81428,1
D8VNS6,1
P68515,1
P60980,1
P60178,1
B8QCG6,1
Q802B2,1
P0CH70,1
P45658,1
P0C2K1,1
P61100,1
P84807,1
W4VRX0,1
Q9BPH3,1
P00609,1
P45630,1
A9UH01,1
A0A0G3F8Z3,1
P58926,1
B5U6Z2,1
P0DMX9,1
P86456,1
P83480,1
P0CH54,1
Q68PG8,1
J3S835,1
D2Y2C1,1
F8QN52,1
B1P1B4,1
A8CG86,1
P06860,1
I6S7I0,1
Q9PSM8,1
D2Y2A9,1
P0DM24,1
P24027,1
P0DKN7,1
P82811,1
Q6J936,1
Q9BP87,1
Q71RQ9,1
P01519,1
C0JB82,1
D2Y2B3,1
B3EWF6,1
D2Y242,1
Q1PHZ4,1
P32879,1
P0CG02,1
B6DCK2,1
B1P1G6,1
P58803,1
P0DN63,1
Q86QU4,1
D2Y252,1
P01383,1
P0C201,1
P0DPL3,1
Q5Y4Y0,1
Q6X5S2,1
B1P1B8,1
B1P1H9,1
P01499,1
P0CAZ6,1
Q5Y4U7,1
C6JUP1,1
